origen,destino,distancia
N596,N1412,28.72
N597,N856,26.17
N597,N854,30.98
N597,N1098,40.43
N597,N730,43.55
N597,N996,44.58
N597,N749,45.24
N598,N1329,16.51
N598,N802,15.8
N598,N284,15.27
N599,N909,13.08
N599,N530,19.65
N599,N545,24.17
N599,N1065,20.6
N600,N93,18.96
N600,N1353,21.04
N600,N469,17.74
N601,N1312,7.04
N601,N758,14.38
N601,N910,19.25
N601,N850,18.61
N601,N181,18.09
N602,N192,13.02
N602,N423,19.02
N602,N1358,24.28
N602,N92,29.65
N603,N369,8.19
N603,N1132,11.75
N603,N878,18.85
N603,N886,24.94
N603,N999,29.66
N603,N654,41.3
N604,N1077,11.82
N604,N1067,24.95
N604,N978,32.75
N604,N434,36.29
N604,N846,30.78
N605,N523,6.48
N605,N1311,12.11
N605,N959,21.37
N606,N1036,26.29
N606,N745,41.8
N606,N1256,34.89
N606,N734,36.81
N606,N511,44.41
N607,N1249,17.84
N607,N1191,30.62
N607,N257,31.66
N608,N170,18.18
N608,N469,28.24
N608,N333,31.09
N608,N507,29.43
N609,N874,13.07
N609,N776,21.2
N609,N1426,32.87
N609,N792,36.91
N609,N77,34.62
N610,N1088,19.42
N610,N1304,21.36
N610,N863,54.06
N610,N1131,41.99
N610,N435,41.06
N610,N806,43.57
N611,N1274,18.53
N611,N340,18.65
N611,N418,23.61
N611,N1181,25.03
N611,N617,36.62
N612,N826,9.8
N612,N522,19.2
N612,N1321,22.16
N613,N214,12.38
N613,N1222,15.71
N613,N836,25.74
N613,N717,32.6
N613,N862,37.0
N614,N790,22.35
N614,N684,29.08
N614,N54,24.46
N615,N367,22.43
N615,N1050,25.97
N615,N780,23.87
N616,N1020,21.75
N616,N1491,31.64
N616,N421,26.68
N616,N802,32.74
N616,N1073,25.32
N616,N1329,35.88
N617,N59,17.53
N617,N1274,28.11
N617,N418,26.58
N617,N340,40.22
N617,N611,34.78
N617,N1396,35.74
N618,N1124,8.32
N618,N126,19.02
N618,N1333,16.87
N618,N962,22.21
N619,N1400,12.8
N619,N34,15.95
N619,N884,14.68
N619,N1242,12.49
N619,N892,20.54
N620,N995,3.41
N620,N687,5.86
N620,N413,22.51
N620,N203,32.34
N620,N959,40.16
N620,N67,41.06
N621,N1211,4.61
N621,N1194,16.61
N621,N819,15.96
N621,N629,27.26
N622,N658,23.49
N622,N591,27.32
N622,N432,30.52
N622,N623,40.28
N622,N1063,46.14
N623,N591,4.23
N623,N149,16.65
N623,N658,18.28
N623,N490,31.72
N624,N1199,8.68
N624,N14,13.81
N624,N277,18.33
N625,N961,9.74
N625,N526,16.25
N625,N334,22.04
N625,N416,18.32
N626,N1156,12.33
N626,N435,9.93
N626,N1030,14.31
N626,N719,24.09
N626,N559,23.34
N626,N1339,29.69
N627,N768,5.22
N627,N1419,7.98
N627,N38,23.91
N628,N650,15.02
N628,N639,17.06
N628,N788,32.66
N628,N347,36.2
N629,N819,11.01
N629,N1194,22.15
N629,N1459,17.02
N629,N489,26.1
N630,N519,20.69
N630,N436,26.86
N630,N341,27.54
N630,N325,30.18
N631,N490,11.67
N631,N1119,19.42
N631,N1383,19.74
N631,N1420,26.25
N631,N149,36.04
N632,N793,24.16
N632,N420,22.1
N632,N1241,19.83
N632,N371,21.8
N632,N572,32.52
N632,N815,35.02
N633,N799,4.02
N633,N56,7.25
N633,N402,24.05
N633,N1210,40.61
N633,N895,40.54
N634,N707,24.4
N634,N685,25.37
N634,N1252,27.49
N634,N1185,40.62
N634,N208,30.42
N635,N76,4.77
N635,N349,25.56
N635,N948,31.21
N635,N1398,36.62
N635,N947,37.55
N636,N29,6.5
N636,N588,15.77
N636,N1206,21.87
N637,N1430,13.57
N637,N1252,16.49
N637,N487,20.91
N637,N1118,24.95
N637,N191,23.82
N637,N433,29.76
N638,N78,7.86
N638,N444,14.75
N638,N644,15.77
N639,N788,14.02
N639,N628,24.79
N639,N347,26.46
N639,N650,34.38
N639,N380,43.34
N640,N1192,6.4
N640,N1268,18.25
N640,N1298,20.58
N641,N576,13.7
N641,N811,12.66
N641,N363,18.34
N641,N124,14.05
N641,N1407,20.93
N641,N298,20.94
N642,N90,20.66
N642,N186,26.49
N642,N2,20.32
N642,N1108,23.79
N642,N1236,27.43
N642,N1295,24.43
N643,N57,6.35
N643,N872,16.9
N643,N593,18.55
N644,N1265,7.16
N644,N78,8.55
N644,N444,11.99
N644,N638,18.36
N644,N851,32.2
N645,N848,17.46
N645,N1041,22.19
N645,N956,20.16
N645,N732,27.23
N645,N636,28.72
N646,N1162,26.94
N646,N1382,37.52
N646,N194,36.46
N646,N1006,36.75
N647,N583,4.65
N647,N182,17.53
N647,N822,17.74
N647,N158,26.58
N648,N1257,20.99
N648,N1130,30.06
N648,N943,30.75
N648,N12,27.06
N648,N1275,33.89
N648,N173,45.49
N649,N477,10.76
N649,N779,12.08
N649,N749,17.8
N649,N730,19.32
N649,N757,27.21
N649,N558,26.84
N650,N628,16.21
N650,N1453,24.61
N650,N10,29.08
N650,N693,28.0
N650,N1392,38.18
N651,N1229,13.04
N651,N205,19.31
N651,N15,23.88
N651,N471,24.45
N652,N51,13.09
N652,N982,19.43
N652,N1144,23.97
N652,N976,22.55
N652,N589,29.69
N652,N391,32.69
N653,N972,2.92
N653,N445,7.4
N653,N1294,20.26
N654,N754,17.88
N654,N878,17.65
N654,N369,36.69
N654,N502,37.96
N654,N1069,35.92
N655,N313,5.56
N655,N1426,6.0
N655,N317,22.81
N655,N510,28.64
N655,N1238,32.27
N656,N326,12.73
N656,N1310,13.32
N656,N356,17.5
N656,N829,21.62
N656,N1145,21.48
N657,N1038,11.07
N657,N84,12.22
N657,N585,17.14
N658,N591,18.41
N658,N623,20.64
N658,N622,20.04
N659,N276,1.55
N659,N1224,16.29
N659,N1159,18.65
N659,N1341,23.19
N659,N547,36.97
N660,N1376,7.52
N660,N161,23.5
N660,N929,26.38
N660,N1468,30.33
N661,N966,9.18
N661,N1115,20.57
N661,N1239,25.08
N661,N1212,30.7
N662,N69,3.14
N662,N1291,13.87
N662,N579,19.48
N662,N269,20.72
N662,N1336,26.66
N663,N131,8.45
N663,N544,11.44
N663,N1122,23.52
N663,N248,28.44
N664,N32,10.46
N664,N1229,19.18
N664,N205,22.52
N664,N239,22.72
N664,N1148,28.94
N664,N651,27.13
N665,N202,16.25
N665,N87,26.68
N665,N677,29.9
N665,N866,39.84
N665,N101,46.49
N666,N106,19.4
N666,N1168,20.79
N666,N280,48.08
N667,N206,12.31
N667,N1044,25.71
N667,N1407,24.32
N667,N949,20.9
N667,N556,21.32
N667,N1276,24.56
N668,N578,12.2
N668,N580,16.78
N668,N724,16.03
N669,N428,14.54
N669,N521,27.08
N669,N1269,40.18
N669,N1146,46.71
N669,N285,40.86
N669,N345,47.4
N670,N876,8.07
N670,N740,17.47
N670,N330,25.61
N671,N960,17.72
N671,N470,16.82
N671,N1269,25.59
N671,N1232,33.56
N672,N1225,12.29
N672,N410,29.37
N672,N1424,32.36
N672,N1141,32.79
N672,N327,32.02
N673,N107,13.25
N673,N362,12.94
N673,N1137,28.01
N673,N916,22.29
N674,N1365,3.36
N674,N724,9.96
N674,N668,17.02
N675,N1031,5.48
N675,N1498,18.66
N675,N17,26.71
N676,N476,11.37
N676,N890,15.72
N676,N891,17.72
N676,N1473,32.93
N676,N1245,37.21
N676,N99,40.83
N677,N1179,20.85
N677,N665,24.11
N677,N202,27.8
N677,N166,37.55
N677,N662,38.52
N678,N227,5.12
N678,N796,5.44
N678,N1127,17.48
N678,N52,17.83
N679,N567,14.24
N679,N1356,19.11
N679,N1315,19.49
N679,N323,16.33
N679,N19,28.77
N679,N1085,22.98
N680,N557,4.57
N680,N1270,21.34
N680,N658,21.93
N680,N623,34.28
N680,N591,40.78
N680,N1414,35.43
N681,N55,33.97
N681,N469,30.72
N681,N770,35.95
N681,N135,41.88
N681,N93,31.09
N681,N1248,30.84
N682,N1219,23.13
N682,N1308,31.22
N682,N1410,30.03
N682,N1373,28.85
N682,N853,36.35
N682,N507,34.46
N683,N912,27.67
N683,N1362,32.34
N683,N1314,35.4
N683,N366,42.03
N683,N913,42.55
N683,N800,42.37
N684,N54,19.39
N684,N614,25.31
N684,N398,24.81
N684,N1172,24.45
N685,N634,26.28
N685,N94,33.82
N685,N208,38.27
N686,N744,15.77
N686,N566,26.76
N686,N831,22.62
N687,N995,2.99
N687,N620,5.56
N687,N413,14.24
N687,N203,32.14
N687,N67,32.27
N687,N959,34.27
N688,N1488,14.43
N688,N883,27.64
N688,N1101,40.84
N688,N1062,41.99
N688,N841,51.06
N689,N294,4.86
N689,N240,26.01
N689,N686,27.13
N689,N744,29.89
N689,N831,35.09
N689,N1261,43.57
N690,N563,10.35
N690,N922,12.95
N690,N593,27.37
N690,N499,27.28
N691,N261,8.82
N691,N538,19.35
N691,N806,24.37
N691,N722,30.33
N692,N109,18.25
N692,N1174,22.4
N692,N699,21.65
N692,N1203,21.84
N692,N939,32.03
N692,N352,33.09
N693,N132,7.36
N693,N1200,21.55
N693,N1453,23.64
N693,N10,26.98
N694,N870,19.1
N694,N1480,27.17
N694,N1048,28.73
N694,N265,33.99
N694,N1487,35.99
N695,N1271,9.61
N695,N148,23.68
N695,N246,29.9
N695,N1187,29.72
N695,N4,42.0
N696,N1126,5.21
N696,N1319,15.53
N696,N1405,13.9
N697,N224,5.32
N697,N373,23.63
N697,N1356,27.23
N697,N548,27.15
N697,N361,27.57
N697,N1315,37.08
N698,N520,16.47
N698,N1227,16.61
N698,N391,18.26
N699,N23,16.49
N699,N821,16.92
N699,N1471,14.69
N700,N65,13.0
N700,N828,28.35
N700,N718,31.53
N700,N1394,45.61
N700,N1360,36.58
N701,N1078,15.88
N701,N871,18.09
N701,N970,31.03
N701,N964,32.04
N701,N219,36.14
N702,N389,7.1
N702,N249,22.1
N702,N1282,27.54
N703,N195,15.78
N703,N222,19.94
N703,N1085,37.18
N703,N323,37.36
N704,N1056,10.41
N704,N1061,16.27
N704,N478,20.68
N704,N259,21.59
N705,N657,15.95
N705,N1038,20.04
N705,N117,24.22
N705,N310,28.29
N705,N84,33.43
N705,N1112,28.29
N706,N210,20.56
N706,N158,26.15
N706,N1334,27.03
N707,N1185,12.04
N707,N123,19.32
N707,N634,26.69
N708,N1244,17.29
N708,N1330,24.57
N708,N938,30.03
N708,N842,43.09
N709,N527,14.68
N709,N1096,11.51
N709,N1386,18.13
N709,N1364,22.37
N710,N1307,8.32
N710,N827,16.4
N710,N1033,17.96
N710,N1166,22.06
N710,N921,23.78
N711,N1209,13.49
N711,N320,11.29
N711,N175,17.62
N711,N1443,25.2
N711,N48,30.63
N712,N1409,22.22
N712,N915,23.01
N712,N89,33.86
N712,N498,37.2
N712,N1125,35.79
N712,N1149,37.38
N713,N133,27.51
N713,N220,37.61
N713,N136,42.03
N713,N221,51.54
N713,N401,49.62
N713,N750,56.63
N714,N33,29.51
N714,N980,34.04
N714,N1493,45.79
N714,N207,55.39
N715,N279,6.41
N715,N844,9.45
N715,N1450,11.55
N715,N1007,21.26
N715,N1225,46.06
N716,N1295,9.42
N716,N1108,24.41
N716,N1236,24.69
N716,N380,28.29
N716,N946,22.74
N717,N879,16.22
N717,N859,24.51
N717,N613,30.1
N718,N744,15.67
N718,N831,22.59
N718,N686,20.88
N719,N983,17.68
N719,N803,16.97
N719,N1156,21.44
N719,N626,20.77
N719,N559,31.61
N720,N1047,16.22
N720,N1021,19.92
N720,N1395,30.78
N720,N777,41.17
N721,N952,21.43
N721,N786,21.33
N721,N479,22.13
N721,N1177,24.67
N722,N1131,15.5
N722,N284,16.66
N722,N1329,19.44
N722,N598,26.72
N723,N753,3.95
N723,N509,10.17
N723,N68,19.35
N723,N1159,22.83
N723,N432,25.72
N723,N364,28.74
N724,N169,12.46
N724,N674,12.43
N724,N1365,12.82
N724,N668,14.44
N724,N374,21.26
N724,N578,24.82
N725,N1081,12.92
N725,N6,20.38
N725,N171,23.07
N725,N989,27.97
N725,N128,28.1
N725,N115,38.87
N726,N1086,10.97
N726,N63,19.45
N726,N1002,26.33
N726,N1025,30.74
N726,N1084,28.27
N726,N299,30.97
N727,N1005,21.11
N727,N16,22.67
N727,N467,30.5
N727,N501,36.45
N727,N861,39.3
N727,N419,57.08
N728,N1380,17.05
N728,N40,21.21
N728,N319,18.61
N729,N381,11.98
N729,N928,14.85
N729,N570,23.82
N729,N1018,26.35
N730,N477,14.74
N730,N1098,17.32
N730,N558,21.84
N731,N511,6.05
N731,N36,18.65
N731,N745,19.24
N732,N1206,23.26
N732,N645,24.76
N732,N636,29.38
N732,N848,34.92
N733,N225,7.47
N733,N1357,25.32
N733,N239,40.66
N734,N1036,28.19
N734,N606,38.55
N734,N745,45.74
N734,N1256,47.16
N734,N1470,53.17
N735,N412,7.9
N735,N1310,20.37
N735,N1153,20.63
N735,N43,29.77
N735,N656,23.3
N735,N315,30.01
N736,N1049,11.29
N736,N1438,20.1
N736,N455,18.87
N736,N142,17.18
N736,N121,29.18
N736,N201,32.81
N737,N1339,19.62
N737,N399,25.88
N737,N983,27.68
N737,N1156,27.27
N737,N719,32.95
N738,N464,12.69
N738,N274,10.55
N738,N873,19.25
N738,N902,20.79
N738,N1288,24.92
N739,N598,21.79
N739,N802,20.54
N739,N1131,28.01
N740,N670,13.92
N740,N876,25.07
N740,N330,21.42
N741,N931,9.71
N741,N769,19.75
N741,N748,27.1
N742,N1201,12.44
N742,N1369,20.53
N742,N851,22.16
N742,N638,33.37
N742,N644,33.31
N742,N139,40.16
N743,N1177,13.58
N743,N383,14.2
N743,N1323,18.42
N743,N543,22.86
N743,N952,22.51
N744,N831,9.89
N744,N686,16.07
N744,N718,17.49
N745,N731,19.01
N745,N511,20.06
N745,N1366,32.92
N745,N606,34.69
N746,N450,17.61
N746,N173,37.42
N746,N336,27.81
N746,N1182,36.68
N747,N100,23.13
N747,N1137,24.06
N747,N1481,30.16
N747,N388,34.45
N747,N1313,37.1
N748,N80,6.22
N748,N328,7.28
N748,N426,9.53
N749,N779,6.14
N749,N477,11.78
N749,N649,15.61
N749,N730,17.95
N750,N756,3.69
N750,N136,21.63
N750,N1455,18.0
N751,N575,17.21
N751,N268,22.35
N751,N1452,42.21
N752,N1100,9.53
N752,N408,10.93
N752,N1343,9.48
N752,N1318,23.39
N752,N1442,25.41
N753,N723,4.37
N753,N509,12.93
N753,N68,15.02
N753,N1159,21.26
N754,N502,19.03
N754,N837,15.19
N754,N654,21.09
N754,N1069,27.84
N755,N1303,14.97
N755,N780,16.52
N755,N244,24.68
N755,N615,29.74
N756,N750,4.48
N756,N136,21.95
N756,N1455,22.58
N757,N558,3.58
N757,N1009,11.43
N757,N241,22.26
N757,N730,24.18
N758,N910,6.83
N758,N601,18.11
N758,N1312,17.74
N758,N1143,27.75
N758,N404,23.78
N758,N549,29.82
N759,N807,19.65
N759,N210,24.63
N759,N158,25.54
N760,N310,8.1
N760,N1494,10.66
N760,N156,12.27
N760,N117,13.96
N761,N1095,13.43
N761,N223,20.47
N761,N391,22.61
N761,N521,29.67
N761,N826,29.74
N762,N251,6.77
N762,N1075,14.12
N762,N17,12.0
N762,N182,14.78
N762,N818,17.1
N763,N440,10.78
N763,N820,11.62
N763,N39,16.38
N764,N419,28.65
N764,N861,32.75
N764,N54,37.56
N764,N1172,47.05
N764,N684,54.71
N764,N1482,54.47
N765,N985,23.52
N765,N129,29.43
N765,N26,29.08
N765,N153,23.81
N765,N372,23.43
N765,N1039,34.9
N766,N1282,18.77
N766,N1210,16.69
N766,N249,27.37
N766,N402,29.41
N766,N957,28.14
N766,N389,26.3
N767,N504,4.67
N767,N430,20.34
N767,N415,21.38
N768,N1419,3.71
N768,N627,4.37
N768,N38,19.15
N769,N500,10.66
N769,N931,14.33
N769,N741,23.51
N769,N1490,30.39
N769,N300,33.95
N770,N1465,4.97
N770,N1366,6.31
N770,N1404,12.59
N770,N1421,21.75
N770,N731,24.74
N770,N511,20.7
N771,N1261,9.22
N771,N831,14.03
N771,N187,17.54
N771,N744,19.93
N771,N718,22.32
N771,N686,41.99
N772,N468,20.55
N772,N484,26.13
N772,N382,30.58
N772,N904,34.93
N773,N132,22.43
N773,N693,29.17
N773,N651,31.89
N773,N1200,43.37
N774,N195,39.57
N774,N1474,37.98
N774,N1006,37.02
N775,N1321,5.25
N775,N522,18.81
N775,N612,20.4
N775,N61,25.57
N775,N228,32.69
N776,N874,20.42
N776,N77,22.04
N776,N609,28.85
N777,N1341,13.74
N777,N1290,18.23
N777,N1224,28.62
N777,N1047,28.07
N777,N1414,37.84
N777,N720,43.73
N778,N259,13.22
N778,N1060,23.13
N778,N478,21.66
N778,N918,20.38
N779,N749,5.41
N779,N477,11.12
N779,N649,14.71
N779,N730,20.86
N779,N964,32.75
N779,N1042,37.7
N780,N244,12.18
N780,N1303,14.08
N780,N755,14.97
N780,N615,24.83
N780,N1158,24.83
N780,N1050,32.91
N781,N1471,16.49
N781,N1129,23.89
N781,N821,22.63
N782,N1382,8.73
N782,N646,34.03
N782,N1162,43.91
N782,N1233,67.51
N782,N377,70.56
N783,N312,12.43
N783,N1339,12.6
N783,N840,18.21
N783,N111,27.93
N783,N1030,26.47
N784,N1388,3.72
N784,N351,4.17
N784,N291,12.41
N785,N1474,15.83
N785,N451,16.01
N785,N30,20.0
N786,N479,9.71
N786,N1260,14.91
N786,N1177,22.89
N787,N297,4.42
N787,N172,22.27
N787,N1157,19.08
N788,N639,11.97
N788,N347,15.21
N788,N380,26.51
N789,N1475,8.53
N789,N216,9.92
N789,N907,20.22
N790,N237,13.53
N790,N614,20.82
N790,N835,27.49
N791,N1192,22.01
N791,N329,29.49
N791,N1268,28.46
N792,N1472,18.17
N792,N1183,22.68
N792,N945,19.04
N792,N1237,22.97
N792,N609,36.11
N792,N1401,35.1
N793,N1241,6.24
N793,N815,11.51
N793,N371,17.27
N793,N1279,18.65
N794,N163,18.66
N794,N1024,20.28
N794,N1135,23.46
N794,N375,41.48
N794,N1087,31.03
N794,N1300,40.77
N795,N64,21.7
N795,N396,25.34
N795,N167,24.56
N795,N643,30.63
N795,N57,30.79
N795,N593,26.45
N796,N227,3.93
N796,N678,5.76
N796,N1127,10.23
N796,N52,13.86
N796,N1280,27.14
N796,N1028,33.95
N797,N1014,9.85
N797,N1223,13.54
N797,N232,17.39
N798,N196,14.13
N798,N1240,19.65
N798,N1326,20.49
N799,N633,4.89
N799,N56,9.56
N799,N402,25.45
N799,N1210,33.58
N800,N1314,24.44
N800,N473,23.47
N800,N912,36.33
N800,N683,43.78
N800,N1134,39.02
N800,N366,36.16
N801,N1151,4.54
N801,N459,21.9
N801,N492,29.56
N801,N880,31.32
N802,N598,17.63
N802,N739,21.94
N802,N616,28.72
N803,N559,18.67
N803,N719,23.14
N803,N983,37.49
N803,N435,30.59
N804,N1320,16.65
N804,N1418,17.57
N804,N592,36.04
N804,N1051,30.73
N804,N1076,37.71
N804,N812,38.07
N805,N1416,5.51
N805,N898,27.01
N805,N533,31.18
N806,N538,1.65
N806,N262,10.34
N806,N261,12.58
N806,N1053,15.03
N806,N691,28.22
N807,N210,8.87
N807,N158,21.44
N807,N759,18.61
N807,N706,22.07
N808,N1043,31.99
N808,N1434,22.64
N808,N1196,34.26
N808,N900,33.04
N808,N365,40.98
N809,N372,10.8
N809,N985,21.05
N809,N1087,24.83
N810,N303,15.9
N810,N1411,22.26
N810,N86,26.52
N810,N219,31.78
N810,N399,35.29
N811,N305,12.78
N811,N124,11.19
N811,N641,12.73
N811,N565,24.73
N811,N298,29.79
N811,N1306,23.6
N812,N574,15.13
N812,N44,20.43
N812,N1051,28.89
N812,N1218,32.3
N812,N1320,38.73
N812,N640,39.02
N813,N1125,21.13
N813,N89,21.59
N813,N76,28.67
N813,N1149,30.54
N814,N958,27.07
N814,N8,27.28
N814,N1452,37.16
N814,N1207,39.41
N814,N268,32.02
N815,N936,12.87
N815,N793,15.11
N815,N1011,16.76
N816,N552,17.73
N816,N537,36.75
N816,N257,35.87
N816,N988,39.42
N817,N1134,5.52
N817,N473,13.93
N817,N1026,20.52
N817,N1292,21.54
N817,N331,22.11
N817,N1445,36.25
N818,N1075,11.34
N818,N17,12.01
N818,N762,19.22
N818,N1498,18.23
N818,N1437,16.78
N818,N182,18.58
N819,N629,9.29
N819,N1194,10.06
N819,N1211,14.31
N819,N621,16.46
N820,N39,2.98
N820,N763,15.99
N820,N934,13.38
N820,N440,15.71
N820,N1,22.06
N820,N1242,24.38
N821,N1471,12.39
N821,N23,11.54
N821,N699,11.86
N821,N1129,17.75
N821,N230,18.54
N821,N781,21.4
N822,N1057,10.81
N822,N1415,21.42
N822,N583,18.1
N822,N647,20.76
N822,N158,19.92
N822,N210,29.96
N823,N1195,13.53
N823,N218,14.16
N823,N71,20.74
N824,N1041,8.56
N824,N956,11.56
N824,N352,17.44
N825,N330,16.33
N825,N343,27.33
N825,N740,31.1
N826,N612,9.52
N826,N522,23.19
N826,N228,25.68
N826,N761,31.25
N826,N1321,24.07
N827,N1033,2.9
N827,N1215,11.04
N827,N1307,12.25
N827,N710,16.55
N828,N700,28.43
N828,N718,29.19
N828,N65,32.63
N829,N356,6.59
N829,N1310,15.98
N829,N656,21.32
N829,N395,18.94
N829,N326,29.75
N829,N735,35.81
N830,N1485,6.66
N830,N1399,6.94
N830,N1272,16.86
N830,N1390,19.24
N831,N744,8.35
N831,N1261,15.44
N831,N771,16.99
N831,N718,23.2
N832,N1023,18.86
N832,N455,18.27
N832,N142,27.16
N832,N201,27.93
N832,N113,36.09
N832,N1438,30.96
N833,N199,5.5
N833,N577,17.31
N833,N1046,22.44
N833,N581,29.96
N833,N1294,26.2
N833,N529,44.07
N834,N983,24.28
N834,N1079,33.07
N834,N113,32.3
N835,N97,23.59
N835,N237,26.69
N835,N335,24.24
N835,N790,31.46
N836,N424,9.17
N836,N1222,12.26
N836,N214,27.03
N836,N613,31.83
N836,N267,24.3
N837,N502,7.87
N837,N754,19.85
N837,N654,44.53
N837,N1069,42.65
N837,N498,41.17
N838,N555,17.31
N838,N1128,22.51
N838,N266,24.48
N838,N1121,22.0
N838,N1478,22.65
N838,N864,28.3
N839,N1431,13.52
N839,N387,18.16
N839,N98,20.09
N839,N1346,25.35
N839,N1223,34.7
N839,N217,47.8
N840,N1371,11.06
N840,N301,14.84
N840,N783,25.58
N840,N1339,25.19
N840,N303,27.82
N840,N312,29.04
N841,N920,4.75
N841,N1101,6.9
N841,N1062,10.16
N842,N1273,17.68
N842,N321,17.92
N842,N1244,20.37
N842,N897,20.5
N842,N708,37.4
N843,N273,18.8
N843,N1099,19.51
N843,N973,24.54
N843,N1469,22.04
N843,N1470,38.12
N843,N1164,34.86
N844,N715,7.4
N844,N279,15.15
N844,N1450,14.71
N844,N1007,19.64
N844,N1421,38.33
N844,N1225,39.06
N845,N1357,23.13
N845,N1467,24.96
N845,N1473,31.49
N845,N1245,37.31
N846,N1067,18.93
N846,N5,23.21
N846,N1461,30.26
N846,N1077,28.72
N847,N1352,9.68
N847,N1381,15.25
N847,N217,21.37
N848,N956,12.89
N848,N1041,17.85
N848,N645,19.37
N848,N1174,20.71
N848,N824,26.37
N848,N939,36.8
N849,N324,15.37
N849,N1176,24.66
N849,N1059,35.29
N849,N625,33.24
N849,N106,45.18
N849,N961,34.5
N850,N181,3.91
N850,N1312,20.93
N850,N601,17.32
N851,N638,16.74
N851,N742,25.1
N851,N1369,23.76
N851,N78,31.2
N852,N1094,26.36
N852,N1475,23.93
N852,N1457,28.57
N852,N114,25.68
N853,N1308,7.72
N853,N1109,14.69
N853,N180,19.94
N853,N1393,17.9
N853,N190,19.21
N854,N597,25.92
N854,N189,24.45
N854,N172,29.97
N854,N749,40.4
N854,N856,41.39
N855,N185,11.73
N855,N979,21.35
N855,N73,25.48
N855,N108,24.3
N855,N31,27.72
N855,N111,34.22
N856,N996,9.8
N856,N456,23.84
N856,N597,28.67
N856,N287,25.36
N857,N1316,10.42
N857,N975,11.23
N857,N551,16.82
N857,N1267,23.82
N858,N110,10.48
N858,N711,24.81
N858,N320,25.93
N858,N1209,32.17
N859,N963,8.99
N859,N15,12.04
N859,N1106,9.88
N859,N471,21.24
N859,N1392,24.34
N859,N879,21.91
N860,N867,10.2
N860,N1403,16.5
N860,N20,24.73
N861,N419,6.27
N861,N1005,24.37
N861,N54,26.11
N862,N1435,25.66
N862,N214,30.03
N862,N613,26.92
N863,N108,18.09
N863,N238,25.36
N863,N991,23.86
N864,N1478,6.91
N864,N1121,10.39
N864,N1396,12.67
N864,N1128,26.22
N865,N458,7.18
N865,N337,11.3
N865,N27,23.24
N866,N101,23.68
N866,N1247,27.89
N866,N295,40.2
N866,N665,39.12
N867,N860,7.21
N867,N1403,18.47
N867,N582,21.85
N867,N516,19.05
N868,N176,11.02
N868,N1026,18.47
N868,N1314,25.2
N868,N1445,26.77
N869,N981,13.98
N869,N584,15.69
N869,N62,18.38
N869,N661,28.6
N870,N694,15.81
N870,N1000,27.77
N870,N1204,28.19
N870,N265,34.91
N870,N1048,31.66
N871,N970,5.06
N871,N701,24.42
N871,N1163,23.87
N871,N1078,28.05
N871,N243,28.78
N872,N917,7.35
N872,N57,9.18
N872,N593,12.54
N873,N738,16.94
N873,N274,20.89
N873,N464,26.1
N873,N234,31.03
N874,N609,14.02
N874,N776,21.27
N874,N77,26.24
N874,N1426,33.11
N874,N482,41.97
N874,N655,49.3
N875,N908,19.99
N875,N272,21.33
N875,N247,16.72
N875,N1267,22.28
N875,N551,33.45
N876,N670,9.1
N876,N740,22.54
N876,N281,30.1
N876,N403,35.19
N876,N1255,44.07
N876,N330,34.52
N877,N1372,23.2
N877,N159,28.19
N877,N1489,30.13
N878,N654,17.47
N878,N603,20.33
N878,N369,19.95
N879,N717,13.56
N879,N859,26.58
N879,N1106,24.36
N879,N409,34.31
N880,N1151,29.33
N880,N801,29.22
N880,N459,40.24
N880,N355,48.45
N880,N991,51.46
N880,N1104,49.29
N881,N1188,6.85
N881,N1128,15.19
N881,N1478,21.91
N881,N944,31.03
N881,N864,32.01
N881,N555,34.19
N882,N452,33.76
N882,N1220,37.27
N882,N1240,35.61
N883,N1488,16.89
N883,N688,23.06
N883,N907,25.03
N883,N35,32.3
N884,N892,6.02
N884,N619,15.2
N884,N400,20.79
N885,N122,12.23
N885,N211,13.26
N885,N406,17.7
N886,N1111,12.31
N886,N1132,19.19
N886,N878,28.93
N887,N1473,13.79
N887,N891,18.99
N887,N1467,29.13
N887,N1245,28.34
N888,N1112,10.11
N888,N354,13.37
N888,N1432,14.94
N888,N1494,19.9
N889,N1385,30.0
N889,N37,23.34
N889,N1160,35.68
N889,N1216,36.55
N889,N977,46.51
N889,N174,38.15
N890,N676,12.11
N890,N476,18.43
N890,N99,26.08
N890,N891,31.75
N890,N1245,40.88
N890,N1436,42.42
N891,N476,10.23
N891,N1473,13.41
N891,N676,19.33
N891,N1245,22.74
N891,N887,26.7
N891,N890,30.13
N892,N884,7.45
N892,N400,11.59
N892,N619,17.06
N892,N1242,18.74
N893,N1385,27.85
N893,N997,33.87
N893,N1393,29.32
N893,N308,30.26
N893,N180,35.28
N894,N1492,11.37
N894,N925,13.27
N894,N578,19.15
N894,N144,30.17
N895,N102,13.35
N895,N923,16.88
N895,N1175,28.49
N895,N56,37.78
N895,N448,33.58
N896,N382,11.0
N896,N904,14.83
N896,N121,13.16
N896,N468,24.24
N896,N1486,32.58
N896,N484,24.58
N897,N1273,8.15
N897,N321,10.78
N897,N842,21.9
N897,N1181,38.57
N898,N337,23.51
N898,N805,27.54
N898,N1416,31.57
N898,N1197,33.23
N898,N865,37.65
N899,N83,4.96
N899,N1280,14.87
N899,N1283,15.6
N899,N1019,29.58
N899,N233,27.98
N899,N678,31.72
