origen,destino,distancia
C4_N37,C4_N68,13.97
C4_N38,C4_N21,58.08
C4_N38,C4_N99,17.16
C4_N38,C4_N58,61.63
C4_N38,C4_N72,60.26
C4_N39,C4_N98,34.89
C4_N39,C4_N98,34.89
C4_N39,C4_N63,25.68
C4_N39,C4_N70,29.89
C4_N39,C4_N65,20.14
C4_N40,C4_N73,19.04
C4_N40,C4_N14,16.68
C4_N40,C4_N34,30.1
C4_N41,C4_N46,10.89
C4_N41,C4_N69,43.79
C4_N41,C4_N96,30.51
C4_N41,C4_N5,14.96
C4_N41,C4_N97,12.8
C4_N42,C4_N56,71.12
C4_N42,C4_N69,60.53
C4_N42,C4_N27,53.07
C4_N42,C4_N54,78.14
C4_N42,C4_N13,21.89
C4_N43,C4_N83,20.41
C4_N43,C4_N96,16.75
C4_N43,C4_N31,51.28
C4_N43,C4_N38,46.88
C4_N43,C4_N4,19.82
C4_N44,C4_N33,26.4
C4_N44,C4_N11,14.82
C4_N44,C4_N56,41.95
C4_N45,C4_N99,39.32
C4_N45,C4_N30,33.21
C4_N45,C4_N26,78.85
C4_N46,C4_N75,31.62
C4_N46,C4_N88,13.94
C4_N46,C4_N44,10.14
C4_N46,C4_N90,39.96
C4_N46,C4_N78,29.12
C4_N47,C4_N54,47.29
C4_N47,C4_N21,38.48
C4_N47,C4_N78,35.36
C4_N47,C4_N17,48.3
C4_N47,C4_N26,45.49
C4_N48,C4_N7,2.43
C4_N48,C4_N72,47.36
C4_N48,C4_N44,16.36
C4_N49,C4_N35,32.62
C4_N49,C4_N76,45.0
C4_N49,C4_N68,14.73
C4_N49,C4_N21,31.86
C4_N49,C4_N41,33.92
C4_N50,C4_N37,14.6
C4_N50,C4_N37,14.6
C4_N50,C4_N73,42.91
C4_N50,C4_N34,10.0
C4_N50,C4_N65,50.3
C4_N51,C4_N12,21.27
C4_N51,C4_N17,68.15
C4_N51,C4_N96,29.35
C4_N51,C4_N52,29.94
C4_N51,C4_N7,46.31
C4_N52,C4_N83,8.93
C4_N52,C4_N16,48.45
C4_N52,C4_N89,21.15
C4_N52,C4_N16,48.45
C4_N53,C4_N18,38.42
C4_N53,C4_N91,5.87
C4_N53,C4_N41,54.16
C4_N54,C4_N97,75.94
C4_N54,C4_N86,9.87
C4_N54,C4_N50,54.19
C4_N55,C4_N18,12.8
C4_N55,C4_N73,37.51
C4_N55,C4_N80,46.09
C4_N55,C4_N34,12.24
C4_N56,C4_N53,43.19
C4_N56,C4_N48,31.26
C4_N56,C4_N57,55.63
C4_N56,C4_N9,77.48
C4_N56,C4_N81,71.03
C4_N57,C4_N51,24.02
C4_N57,C4_N65,24.41
C4_N57,C4_N95,58.28
C4_N58,C4_N88,18.37
C4_N58,C4_N47,22.89
C4_N58,C4_N62,11.81
C4_N59,C4_N74,28.38
C4_N59,C4_N0,32.32
C4_N59,C4_N99,26.8
C4_N59,C4_N93,8.86
C4_N60,C4_N93,12.42
C4_N60,C4_N58,13.0
C4_N60,C4_N81,27.93
C4_N61,C4_N89,21.88
C4_N61,C4_N45,39.25
C4_N61,C4_N8,28.42
C4_N61,C4_N68,23.17
C4_N61,C4_N50,14.08
C4_N62,C4_N54,58.16
C4_N62,C4_N27,26.56
C4_N62,C4_N63,33.04
C4_N63,C4_N41,45.3
C4_N63,C4_N36,26.22
C4_N63,C4_N43,30.36
C4_N63,C4_N70,53.95
C4_N64,C4_N16,79.75
C4_N64,C4_N72,59.62
C4_N64,C4_N62,45.33
C4_N64,C4_N43,44.48
C4_N64,C4_N87,34.04
C4_N65,C4_N5,34.92
C4_N65,C4_N12,18.07
C4_N65,C4_N80,65.68
C4_N66,C4_N2,15.71
C4_N66,C4_N15,37.65
C4_N66,C4_N20,9.34
C4_N66,C4_N56,39.65
C4_N67,C4_N0,34.75
C4_N67,C4_N54,44.28
C4_N67,C4_N25,18.87
C4_N67,C4_N88,21.05
C4_N68,C4_N83,12.27
C4_N68,C4_N38,38.77
C4_N68,C4_N20,24.99
C4_N69,C4_N11,21.69
C4_N69,C4_N83,13.82
C4_N69,C4_N46,32.99
C4_N69,C4_N32,20.48
C4_N70,C4_N47,37.09
C4_N70,C4_N85,75.78
C4_N70,C4_N83,51.63
C4_N71,C4_N6,27.45
C4_N71,C4_N50,50.27
C4_N71,C4_N80,78.71
C4_N72,C4_N92,68.39
C4_N72,C4_N89,21.2
C4_N72,C4_N96,34.47
C4_N72,C4_N29,63.26
C4_N73,C4_N83,26.0
C4_N73,C4_N11,22.43
C4_N73,C4_N90,37.86
C4_N73,C4_N12,33.97
C4_N74,C4_N27,24.81
C4_N74,C4_N61,11.83
C4_N74,C4_N9,30.42
C4_N75,C4_N28,45.66
C4_N75,C4_N66,32.8
C4_N76,C4_N56,39.08
C4_N76,C4_N1,29.88
C4_N76,C4_N1,29.88
C4_N76,C4_N89,47.33
C4_N76,C4_N43,55.83
C4_N77,C4_N54,26.89
C4_N77,C4_N88,23.91
C4_N77,C4_N16,64.58
C4_N78,C4_N9,5.41
C4_N78,C4_N29,71.44
C4_N78,C4_N49,44.37
C4_N78,C4_N11,40.39
C4_N79,C4_N13,30.18
C4_N79,C4_N13,30.18
C4_N79,C4_N40,43.13
C4_N79,C4_N47,42.03
C4_N79,C4_N38,64.37
C4_N80,C4_N48,55.46
C4_N80,C4_N99,75.03
C4_N80,C4_N96,51.35
C4_N81,C4_N82,34.61
C4_N81,C4_N86,67.39
C4_N81,C4_N18,40.8
C4_N82,C4_N67,16.92
C4_N82,C4_N72,50.54
C4_N82,C4_N1,50.32
C4_N83,C4_N21,23.84
C4_N83,C4_N56,32.12
C4_N83,C4_N44,9.89
C4_N83,C4_N92,33.1
C4_N84,C4_N80,87.17
C4_N84,C4_N95,12.3
C4_N84,C4_N19,25.23
C4_N85,C4_N78,50.35
C4_N85,C4_N87,29.41
C4_N85,C4_N56,62.24
C4_N85,C4_N27,34.84
C4_N86,C4_N12,49.64
C4_N86,C4_N17,42.79
C4_N86,C4_N96,29.88
C4_N87,C4_N75,33.25
C4_N87,C4_N93,15.58
C4_N87,C4_N49,19.15
C4_N88,C4_N54,50.76
C4_N88,C4_N40,22.4
C4_N88,C4_N17,46.75
C4_N88,C4_N31,47.21
C4_N89,C4_N82,52.6
C4_N89,C4_N10,61.97
C4_N89,C4_N31,50.23
C4_N89,C4_N70,22.37
C4_N90,C4_N76,45.46
C4_N90,C4_N92,73.15
C4_N90,C4_N77,40.55
C4_N90,C4_N36,29.53
C4_N90,C4_N99,21.92
C4_N91,C4_N3,46.05
C4_N91,C4_N84,44.31
C4_N91,C4_N38,16.29
C4_N91,C4_N26,47.32
C4_N91,C4_N66,22.42
C4_N92,C4_N65,72.46
C4_N92,C4_N24,42.78
C4_N92,C4_N95,28.2
C4_N92,C4_N50,37.27
C4_N92,C4_N37,28.2
C4_N93,C4_N6,5.42
C4_N93,C4_N30,17.92
C4_N93,C4_N63,19.32
C4_N93,C4_N49,6.31
C4_N93,C4_N14,4.87
C4_N94,C4_N63,32.55
C4_N94,C4_N81,45.37
C4_N94,C4_N76,72.87
C4_N95,C4_N67,29.52
C4_N95,C4_N1,19.57
C4_N95,C4_N46,43.51
C4_N96,C4_N16,53.68
C4_N96,C4_N49,4.9
C4_N96,C4_N72,34.47
C4_N96,C4_N53,33.6
C4_N97,C4_N69,51.89
C4_N97,C4_N87,23.55
C4_N97,C4_N22,8.58
C4_N98,C4_N9,30.97
C4_N98,C4_N2,30.63
C4_N98,C4_N75,31.58
C4_N99,C4_N1,24.14
C4_N99,C4_N33,29.64
C4_N99,C4_N27,43.65
C5_N0,C5_N15,19.72
C5_N0,C5_N5,50.79
C5_N0,C5_N59,28.62
C5_N0,C5_N6,63.47
C5_N1,C5_N73,27.53
C5_N1,C5_N55,44.92
C5_N1,C5_N92,48.03
C5_N2,C5_N63,60.98
C5_N2,C5_N3,53.75
C5_N2,C5_N48,23.03
C5_N2,C5_N87,36.48
C5_N3,C5_N22,27.41
C5_N3,C5_N45,30.32
C5_N3,C5_N27,53.32
C5_N3,C5_N23,31.94
C5_N4,C5_N35,30.26
C5_N4,C5_N57,29.26
C5_N4,C5_N19,8.88
C5_N5,C5_N79,12.32
C5_N5,C5_N78,32.57
C5_N5,C5_N31,24.96
C5_N5,C5_N82,27.13
C5_N5,C5_N37,16.64
C5_N6,C5_N52,52.05
C5_N6,C5_N70,26.28
C5_N6,C5_N61,46.02
C5_N6,C5_N7,52.94
C5_N7,C5_N35,40.16
C5_N7,C5_N49,14.79
C5_N7,C5_N17,62.84
C5_N8,C5_N25,38.15
C5_N8,C5_N82,39.87
C5_N8,C5_N67,40.4
C5_N8,C5_N31,40.2
C5_N9,C5_N69,12.93
C5_N9,C5_N2,35.57
C5_N9,C5_N48,33.58
C5_N9,C5_N91,3.89
C5_N9,C5_N45,14.93
C5_N10,C5_N69,39.45
C5_N10,C5_N62,78.12
C5_N10,C5_N44,37.75
C5_N10,C5_N72,21.33
C5_N11,C5_N41,6.32
C5_N11,C5_N49,31.79
C5_N11,C5_N34,47.59
C5_N11,C5_N23,10.82
C5_N11,C5_N3,26.73
C5_N12,C5_N76,11.05
C5_N12,C5_N28,27.27
C5_N12,C5_N3,5.14
C5_N12,C5_N99,24.97
C5_N13,C5_N7,16.65
C5_N13,C5_N60,27.54
C5_N13,C5_N67,33.06
C5_N13,C5_N45,44.36
C5_N14,C5_N29,40.28
C5_N14,C5_N20,41.31
C5_N14,C5_N12,39.7
C5_N14,C5_N31,36.46
C5_N14,C5_N84,36.69
C5_N15,C5_N34,51.69
C5_N15,C5_N68,19.69
C5_N15,C5_N94,35.83
C5_N16,C5_N97,36.46
C5_N16,C5_N28,43.28
C5_N16,C5_N73,38.54
C5_N17,C5_N45,56.51
C5_N17,C5_N22,48.8
C5_N17,C5_N22,48.8
C5_N17,C5_N30,58.44
C5_N18,C5_N40,31.77
C5_N18,C5_N94,32.94
C5_N18,C5_N89,39.19
C5_N18,C5_N45,48.57
C5_N18,C5_N75,32.09
C5_N19,C5_N90,41.5
C5_N19,C5_N89,4.5
C5_N19,C5_N45,11.97
C5_N20,C5_N72,52.38
C5_N20,C5_N18,74.07
C5_N20,C5_N72,52.38
C5_N20,C5_N24,15.08
C5_N20,C5_N63,44.07
C5_N21,C5_N39,40.43
C5_N21,C5_N22,45.79
C5_N21,C5_N62,47.43
C5_N21,C5_N4,53.5
C5_N21,C5_N11,46.9
C5_N22,C5_N29,29.44
C5_N22,C5_N77,27.79
C5_N22,C5_N28,13.99
C5_N23,C5_N67,9.87
C5_N23,C5_N61,33.07
C5_N23,C5_N0,11.91
C5_N24,C5_N78,27.86
C5_N24,C5_N25,39.46
C5_N24,C5_N16,63.58
C5_N24,C5_N43,33.03
C5_N25,C5_N22,3.63
C5_N25,C5_N41,11.26
C5_N25,C5_N7,15.84
C5_N25,C5_N2,33.21
C5_N25,C5_N18,35.54
C5_N26,C5_N90,22.22
C5_N26,C5_N18,23.94
C5_N26,C5_N99,55.9
C5_N26,C5_N14,29.78
C5_N26,C5_N67,20.67
C5_N27,C5_N9,27.13
C5_N27,C5_N47,45.63
C5_N27,C5_N90,14.27
C5_N27,C5_N84,39.34
C5_N28,C5_N75,13.5
C5_N28,C5_N12,27.27
C5_N28,C5_N43,15.81
C5_N28,C5_N38,24.15
C5_N29,C5_N17,23.61
C5_N29,C5_N20,11.53
C5_N29,C5_N93,13.85
C5_N29,C5_N55,54.38
C5_N30,C5_N62,54.53
C5_N30,C5_N83,10.74
C5_N30,C5_N40,33.13
C5_N30,C5_N22,10.03
C5_N30,C5_N90,42.52
C5_N31,C5_N88,20.91
C5_N31,C5_N78,12.51
C5_N31,C5_N45,17.6
C5_N31,C5_N28,11.49
C5_N31,C5_N85,24.48
C5_N32,C5_N22,11.02
C5_N32,C5_N48,42.76
C5_N32,C5_N39,15.64
C5_N32,C5_N93,44.25
C5_N32,C5_N88,34.57
C5_N33,C5_N16,38.47
C5_N33,C5_N22,19.65
C5_N33,C5_N93,54.01
C5_N33,C5_N0,37.52
C5_N34,C5_N73,43.94
C5_N34,C5_N50,75.16
C5_N34,C5_N98,51.26
C5_N34,C5_N72,60.78
C5_N34,C5_N4,60.19
C5_N35,C5_N77,53.8
C5_N35,C5_N40,52.68
C5_N35,C5_N78,20.57
C5_N36,C5_N81,51.53
C5_N36,C5_N72,33.37
C5_N36,C5_N13,66.96
C5_N37,C5_N18,28.1
C5_N37,C5_N42,62.06
C5_N37,C5_N95,31.01
C5_N37,C5_N9,16.66
C5_N38,C5_N44,22.96
C5_N38,C5_N40,13.64
C5_N38,C5_N21,36.67
C5_N39,C5_N11,6.61
C5_N39,C5_N90,38.95
C5_N39,C5_N85,22.4
C5_N39,C5_N81,44.71
C5_N39,C5_N93,38.83
C5_N40,C5_N57,53.76
C5_N40,C5_N1,36.1
C5_N40,C5_N33,14.67
C5_N40,C5_N26,12.99
C5_N41,C5_N88,31.58
C5_N41,C5_N8,43.64
C5_N41,C5_N44,22.65
C5_N42,C5_N13,71.45
C5_N42,C5_N92,8.02
C5_N42,C5_N0,23.97
C5_N42,C5_N6,85.04
C5_N43,C5_N56,3.37
C5_N43,C5_N93,39.77
C5_N43,C5_N53,17.28
C5_N43,C5_N21,45.79
C5_N44,C5_N63,39.28
C5_N44,C5_N48,26.52
C5_N44,C5_N69,25.95
C5_N45,C5_N12,26.48
C5_N45,C5_N61,29.36
C5_N45,C5_N73,19.78
C5_N45,C5_N83,0.92
C5_N46,C5_N28,12.6
C5_N46,C5_N20,39.41
C5_N46,C5_N57,42.13
C5_N46,C5_N9,3.04
C5_N46,C5_N4,13.51
C5_N47,C5_N2,39.89
C5_N47,C5_N40,27.56
C5_N47,C5_N33,36.11
C5_N47,C5_N13,41.84
C5_N48,C5_N43,33.28
C5_N48,C5_N21,15.52
C5_N49,C5_N93,61.55
C5_N49,C5_N9,29.09
C5_N49,C5_N70,29.18
C5_N50,C5_N43,41.98
C5_N50,C5_N76,53.78
C5_N50,C5_N78,48.88
C5_N51,C5_N90,63.4
C5_N51,C5_N3,30.24
C5_N51,C5_N55,79.92
C5_N51,C5_N83,56.86
C5_N52,C5_N77,35.6
C5_N52,C5_N55,33.6
C5_N52,C5_N20,48.12
C5_N53,C5_N12,10.55
C5_N53,C5_N42,47.23
C5_N53,C5_N26,38.01
C5_N54,C5_N52,29.47
C5_N54,C5_N89,29.78
C5_N54,C5_N70,3.3
C5_N55,C5_N93,67.4
C5_N55,C5_N69,36.44
C5_N55,C5_N33,58.51
C5_N55,C5_N84,45.7
C5_N55,C5_N36,19.87
C5_N56,C5_N30,11.41
C5_N56,C5_N12,21.68
C5_N56,C5_N6,40.4
C5_N56,C5_N50,38.7
C5_N57,C5_N70,55.8
C5_N57,C5_N62,86.72
C5_N57,C5_N19,34.91
C5_N57,C5_N6,81.99
C5_N57,C5_N46,42.13
C5_N58,C5_N54,22.52
C5_N58,C5_N11,3.66
C5_N58,C5_N37,18.58
C5_N59,C5_N80,19.03
C5_N59,C5_N76,32.45
C5_N59,C5_N61,47.3
C5_N59,C5_N25,8.3
C5_N59,C5_N12,33.15
C5_N60,C5_N26,15.11
C5_N60,C5_N21,43.92
C5_N60,C5_N81,40.39
C5_N61,C5_N10,58.09
C5_N61,C5_N60,38.58
C5_N61,C5_N14,60.4
C5_N61,C5_N39,36.38
C5_N62,C5_N60,48.51
C5_N62,C5_N84,33.65
C5_N62,C5_N33,61.36
C5_N63,C5_N82,25.44
C5_N63,C5_N69,15.93
C5_N63,C5_N49,54.36
C5_N64,C5_N47,46.81
C5_N64,C5_N48,47.34
C5_N64,C5_N47,46.81
C5_N65,C5_N57,44.36
C5_N65,C5_N5,27.97
C5_N65,C5_N33,23.39
C5_N66,C5_N59,18.22
C5_N66,C5_N33,24.36
C5_N66,C5_N28,15.19
C5_N66,C5_N34,40.33
C5_N67,C5_N7,20.65
C5_N67,C5_N19,5.74
C5_N67,C5_N96,44.13
C5_N67,C5_N89,9.27
C5_N67,C5_N85,29.33
C5_N68,C5_N10,26.92
C5_N68,C5_N85,29.47
C5_N68,C5_N44,13.48
C5_N69,C5_N52,14.39
C5_N69,C5_N96,45.36
C5_N69,C5_N75,18.28
C5_N69,C5_N29,22.94
C5_N69,C5_N70,22.28
C5_N70,C5_N49,29.18
C5_N70,C5_N66,13.64
C5_N70,C5_N53,26.21
C5_N71,C5_N87,34.49
C5_N71,C5_N60,36.23
C5_N71,C5_N73,38.72
C5_N71,C5_N30,25.53
C5_N71,C5_N60,36.23
C5_N72,C5_N10,21.33
C5_N72,C5_N50,41.03
C5_N72,C5_N91,16.4
C5_N72,C5_N4,11.06
C5_N73,C5_N66,6.02
C5_N73,C5_N86,16.24
C5_N73,C5_N79,9.65
C5_N74,C5_N15,44.82
C5_N74,C5_N96,14.06
C5_N74,C5_N57,80.62
C5_N75,C5_N21,47.98
C5_N75,C5_N27,22.02
C5_N75,C5_N24,43.33
C5_N76,C5_N5,21.67
C5_N76,C5_N54,10.47
C5_N76,C5_N10,59.47
C5_N77,C5_N55,69.19
C5_N77,C5_N25,25.17
C5_N77,C5_N80,29.6
C5_N77,C5_N18,26.27
C5_N77,C5_N76,34.63
C5_N78,C5_N40,34.27
C5_N78,C5_N93,37.06
C5_N78,C5_N8,47.62
C5_N78,C5_N11,8.48
C5_N79,C5_N71,48.28
C5_N79,C5_N50,35.52
C5_N79,C5_N70,4.96
C5_N79,C5_N41,21.3
C5_N80,C5_N66,1.64
C5_N80,C5_N58,12.37
C5_N80,C5_N1,32.92
C5_N80,C5_N89,18.83
C5_N81,C5_N75,35.37
C5_N81,C5_N66,47.08
C5_N81,C5_N53,53.41
C5_N81,C5_N14,72.62
C5_N81,C5_N53,53.41
C5_N82,C5_N18,38.26
C5_N82,C5_N72,13.95
C5_N82,C5_N75,6.37
C5_N83,C5_N97,15.41
C5_N83,C5_N12,27.24
C5_N83,C5_N13,43.97
C5_N83,C5_N72,10.04
C5_N83,C5_N99,52.07
C5_N84,C5_N36,33.46
C5_N84,C5_N68,34.07
C5_N84,C5_N44,24.48
C5_N85,C5_N33,17.1
C5_N85,C5_N49,18.79
C5_N85,C5_N83,41.99
C5_N85,C5_N62,54.5
C5_N86,C5_N77,31.27
C5_N86,C5_N60,12.14
C5_N86,C5_N4,5.2
C5_N86,C5_N22,11.82
C5_N86,C5_N35,25.07
C5_N87,C5_N18,40.67
C5_N87,C5_N79,13.96
C5_N87,C5_N77,28.15
C5_N88,C5_N51,44.93
C5_N88,C5_N4,23.54
C5_N88,C5_N50,22.86
C5_N88,C5_N42,68.66
C5_N89,C5_N6,52.52
C5_N89,C5_N95,20.6
C5_N89,C5_N60,12.96
C5_N90,C5_N47,50.72
C5_N90,C5_N2,12.09
C5_N90,C5_N43,43.64
C5_N90,C5_N38,11.68
C5_N91,C5_N35,27.77
C5_N91,C5_N62,45.49
C5_N91,C5_N89,12.96
C5_N91,C5_N87,1.29
C5_N92,C5_N29,60.29
C5_N92,C5_N17,83.84
C5_N92,C5_N38,82.14
C5_N93,C5_N56,41.15
C5_N93,C5_N99,4.1
C5_N93,C5_N41,40.97
C5_N93,C5_N34,7.57
C5_N94,C5_N77,7.83
C5_N94,C5_N82,32.48
C5_N94,C5_N11,34.38
C5_N94,C5_N24,55.38
C5_N95,C5_N27,25.3
C5_N95,C5_N52,21.56
C5_N95,C5_N94,45.81
C5_N95,C5_N62,74.24
C5_N96,C5_N47,17.5
C5_N96,C5_N7,48.03
C5_N96,C5_N65,41.75
C5_N96,C5_N20,32.12
C5_N96,C5_N8,76.14
C5_N97,C5_N90,43.21
C5_N97,C5_N64,20.22
C5_N97,C5_N51,43.63
C5_N97,C5_N17,45.7
C5_N98,C5_N72,19.84
C5_N98,C5_N3,26.54
C5_N98,C5_N22,21.2
C5_N98,C5_N24,30.42
C5_N98,C5_N25,24.18
C5_N99,C5_N31,46.88
C5_N99,C5_N4,59.09
C5_N99,C5_N58,49.58
C6_N0,C6_N60,43.31
C6_N0,C6_N89,19.15
C6_N0,C6_N19,32.17
C6_N0,C6_N26,43.93
C6_N1,C6_N87,18.21
C6_N1,C6_N80,17.4
C6_N1,C6_N38,39.43
C6_N1,C6_N53,37.3
C6_N2,C6_N12,51.84
C6_N2,C6_N84,57.52
C6_N2,C6_N66,80.16
C6_N2,C6_N34,16.54
C6_N2,C6_N79,63.74
C6_N3,C6_N89,25.31
C6_N3,C6_N17,6.74
C6_N3,C6_N53,38.73
C6_N3,C6_N13,52.43
C6_N3,C6_N65,20.75
C6_N4,C6_N79,58.62
C6_N4,C6_N15,41.53
C6_N4,C6_N36,48.48
C6_N4,C6_N14,81.96
C6_N4,C6_N13,19.68
C6_N5,C6_N25,69.51
C6_N5,C6_N77,26.73
C6_N5,C6_N25,69.51
C6_N5,C6_N99,21.53
C6_N6,C6_N66,8.15
C6_N6,C6_N25,77.74
C6_N6,C6_N45,39.67
C6_N6,C6_N90,34.22
C6_N7,C6_N37,43.1
C6_N7,C6_N20,76.47
C6_N7,C6_N5,44.71
C6_N7,C6_N70,25.12
C6_N8,C6_N26,31.04
C6_N8,C6_N88,44.12
C6_N8,C6_N61,48.35
C6_N8,C6_N42,33.06
C6_N9,C6_N0,35.12
C6_N9,C6_N1,60.6
C6_N9,C6_N85,72.03
C6_N10,C6_N14,31.59
C6_N10,C6_N73,31.42
C6_N10,C6_N85,41.38
C6_N11,C6_N19,25.01
C6_N11,C6_N99,11.89
C6_N11,C6_N65,7.42
C6_N12,C6_N92,34.9
C6_N12,C6_N92,34.9
C6_N13,C6_N82,45.4
C6_N13,C6_N29,44.91
C6_N13,C6_N58,46.06
C6_N13,C6_N37,28.56
C6_N14,C6_N59,47.7
C6_N14,C6_N6,70.46
C6_N14,C6_N12,45.6
C6_N14,C6_N22,52.39
C6_N15,C6_N37,8.29
C6_N15,C6_N46,9.58
C6_N15,C6_N86,53.65
C6_N16,C6_N54,61.02
C6_N16,C6_N94,43.21
C6_N16,C6_N14,44.97
C6_N16,C6_N12,10.65
C6_N17,C6_N1,35.31
C6_N17,C6_N84,45.51
C6_N18,C6_N21,46.51
C6_N18,C6_N42,48.83
C6_N18,C6_N45,44.87
C6_N18,C6_N56,53.44
C6_N18,C6_N79,61.98
C6_N19,C6_N93,25.84
C6_N19,C6_N11,25.01
C6_N19,C6_N47,38.59
C6_N19,C6_N43,47.63
C6_N20,C6_N14,19.0
C6_N20,C6_N51,48.77
C6_N20,C6_N51,48.77
C6_N21,C6_N34,49.69
C6_N21,C6_N49,57.88
C6_N21,C6_N88,49.46
C6_N21,C6_N61,54.48
C6_N22,C6_N83,43.78
C6_N22,C6_N21,21.98
C6_N22,C6_N14,52.39
C6_N22,C6_N16,29.05
C6_N23,C6_N92,25.06
C6_N23,C6_N7,64.69
C6_N23,C6_N20,54.85
C6_N23,C6_N13,27.92
C6_N23,C6_N53,35.91
C6_N24,C6_N61,43.37
C6_N24,C6_N72,69.85
C6_N24,C6_N86,38.6
C6_N24,C6_N56,73.23
C6_N24,C6_N23,74.34
C6_N25,C6_N48,49.14
C6_N25,C6_N99,48.1
C6_N25,C6_N45,45.25
C6_N25,C6_N78,10.66
C6_N25,C6_N3,51.82
C6_N26,C6_N93,32.61
C6_N26,C6_N16,65.58
C6_N26,C6_N61,76.4
C6_N26,C6_N62,52.41
C6_N26,C6_N14,61.03
C6_N27,C6_N56,56.55
C6_N27,C6_N5,35.46
C6_N27,C6_N8,33.76
C6_N27,C6_N33,31.49
C6_N28,C6_N40,57.58
C6_N28,C6_N1,3.64
C6_N28,C6_N90,52.77
C6_N28,C6_N86,61.08
C6_N28,C6_N67,15.6
C6_N29,C6_N73,19.7
C6_N29,C6_N92,16.58
C6_N29,C6_N72,18.47
C6_N29,C6_N28,19.88
C6_N29,C6_N85,28.79
C6_N30,C6_N66,21.67
C6_N30,C6_N66,21.67
C6_N30,C6_N88,29.39
C6_N30,C6_N89,33.74
C6_N31,C6_N12,46.72
C6_N31,C6_N55,31.3
C6_N31,C6_N84,57.46
C6_N31,C6_N93,49.85
C6_N32,C6_N44,22.82
C6_N32,C6_N84,44.98
C6_N32,C6_N86,26.89
C6_N32,C6_N82,24.28
C6_N33,C6_N19,16.56
C6_N33,C6_N71,9.25
C6_N33,C6_N78,36.54
C6_N33,C6_N6,39.67
C6_N34,C6_N82,39.97
C6_N34,C6_N20,10.15
C6_N34,C6_N64,65.43
C6_N35,C6_N63,65.28
C6_N35,C6_N21,6.8
C6_N35,C6_N9,53.95
C6_N35,C6_N96,15.26
C6_N36,C6_N41,35.32
C6_N36,C6_N30,31.99
C6_N36,C6_N42,33.14
C6_N36,C6_N35,16.14
C6_N37,C6_N64,53.42
C6_N37,C6_N28,2.56
C6_N37,C6_N70,48.74
C6_N38,C6_N48,26.84
C6_N38,C6_N51,26.73
C6_N38,C6_N30,48.93
C6_N38,C6_N10,14.88
C6_N38,C6_N58,22.4
C6_N39,C6_N73,43.74
C6_N39,C6_N57,19.52
C6_N39,C6_N11,40.37
C6_N39,C6_N63,41.03
C6_N40,C6_N15,47.37
C6_N40,C6_N63,29.5
C6_N40,C6_N95,47.05
C6_N41,C6_N2,67.54
C6_N41,C6_N13,40.71
C6_N41,C6_N51,28.62
C6_N41,C6_N52,56.48
C6_N41,C6_N4,29.06
C6_N42,C6_N70,70.91
C6_N42,C6_N0,50.3
C6_N42,C6_N11,42.97
C6_N42,C6_N77,31.42
C6_N42,C6_N79,75.18
C6_N43,C6_N38,65.95
C6_N43,C6_N65,48.33
C6_N43,C6_N71,49.56
C6_N43,C6_N26,26.39
C6_N43,C6_N83,69.6
C6_N44,C6_N58,12.99
C6_N44,C6_N43,37.3
C6_N44,C6_N46,17.44
C6_N44,C6_N6,26.97
C6_N44,C6_N28,12.13
C6_N45,C6_N42,64.71
C6_N45,C6_N71,38.1
C6_N45,C6_N98,28.98
C6_N45,C6_N79,17.28
C6_N46,C6_N60,36.45
C6_N46,C6_N91,15.34
C6_N46,C6_N84,12.43
C6_N46,C6_N91,15.34
C6_N47,C6_N14,71.15
C6_N47,C6_N12,51.45
C6_N47,C6_N97,71.65
C6_N47,C6_N84,14.52
C6_N48,C6_N0,46.22
C6_N48,C6_N43,54.63
C6_N48,C6_N45,59.93
C6_N49,C6_N37,60.55
C6_N49,C6_N70,60.71
C6_N49,C6_N66,93.64
C6_N49,C6_N47,83.01
C6_N49,C6_N89,46.58
C6_N50,C6_N5,58.64
C6_N50,C6_N21,43.07
C6_N50,C6_N63,16.7
C6_N51,C6_N91,10.07
C6_N51,C6_N95,41.93
C6_N51,C6_N92,13.8
C6_N52,C6_N13,58.76
C6_N52,C6_N32,39.43
C6_N52,C6_N78,27.4
C6_N52,C6_N25,27.28
C6_N53,C6_N15,24.47
C6_N53,C6_N50,14.27
C6_N53,C6_N27,50.25
C6_N54,C6_N24,71.26
C6_N54,C6_N91,23.97
C6_N54,C6_N43,32.68
C6_N54,C6_N13,24.6
C6_N55,C6_N5,29.31
C6_N55,C6_N81,17.42
C6_N55,C6_N86,47.14
C6_N55,C6_N75,49.57
C6_N56,C6_N98,34.11
C6_N56,C6_N57,5.86
C6_N56,C6_N58,34.65
C6_N57,C6_N75,32.95
C6_N57,C6_N64,66.58
C6_N57,C6_N17,51.26
C6_N57,C6_N63,57.58
C6_N57,C6_N0,40.78
C6_N58,C6_N94,29.98
C6_N58,C6_N6,38.66
C6_N58,C6_N70,33.45
C6_N58,C6_N55,3.82
C6_N58,C6_N74,25.1
C6_N59,C6_N65,30.53
C6_N59,C6_N99,26.68
C6_N59,C6_N22,48.75
C6_N59,C6_N88,71.75
C6_N60,C6_N22,28.91
C6_N60,C6_N93,67.0
C6_N60,C6_N16,57.26
C6_N60,C6_N13,26.86
C6_N60,C6_N49,90.89
C6_N61,C6_N76,64.04
